Date,TR-1 KWH,TR-1 Voltage (V),TR-1 Current (A),TR-2 KWH,TR-2 Voltage (V),TR-2 Current (A),Hostel-M Block-A AC MWH,Hostel-M Block-B AC MWH,Hostel-M Block-C AC MWH,Hostel-M Block-D AC MWH,Hostel-M Block-A L&P MWH,Hostel-M Block-B L&P MWH ,Hostel-M Block-C L&P MWH,Hostel-M Block-D L&P MWH,Kitchen MWH,"Consort Labour,AGT,FRF &  AGT Crane ",STP  MWH,CONSORT BATCHING PLANT MWH,"FR-A,B,C MWH",FRD Normal MWH,FRE Normal MWH,Pump Room SS-5 MWH,FRD & FRE Lift MWH,FRD AC MWH,Total Unit Consumed in KWH,Temperature_C
19-10-2023,9664096,420,255,2167746,423,272,1787.23,1794.78,144.44,1852.12,1107.8,1099.41,1184.45,736.78,2416.95,29.02,2.89,201.56,1218.65,234.73,270.76,468.37,194.82,309.56,7290,21.8
20-10-2023,9668398,419,331,2172622,419,349,1787.65,1795.28,144.9,1852.7,1108.5,1100.15,1185.22,737.17,2417.58,29.19,3.39,201.6,1219.07,234.95,271.05,468.75,194.86,309.56,7250,22.1
21-10-2023,9672485,429,278,2177104,429,311,1788.05,1795.82,145.31,1853.3,1109.15,1100.8,1185.92,737.5,2418.24,29.36,3.83,201.66,1219.46,235.18,271.34,469.09,194.9,309.56,6900,22.8
22-10-2023,9674027,426,104,2184566,425,464,1788.48,1796.38,145.76,1853.78,1109.78,1101.46,1186.66,737.85,2419.21,29.54,4.28,201.7,1219.89,235.4,271.62,469.39,194.95,309.56,7220,22
23-10-2023,9675076,420,78,2190745,420,377,1788.85,1796.84,146.13,1854.41,1110.31,1102.07,1187.21,738.16,2419.85,29.69,4.56,201.76,1220.3,235.63,271.96,469.71,194.99,309.56,6300,22.8
24-10-2023,9676179,422,92,2196995,421,419,1789.25,1797.28,146.54,1854.55,1110.88,1102.66,1187.81,738.47,2420.51,29.87,4.83,201.84,1220.7,235.85,272.24,470.06,195.03,309.56,5940,22.6
25-10-2023,9677312,419,111,2204089,417,519,1789.67,1797.79,146.95,1855.03,1111.49,1103.28,1188.46,738.8,2421.26,29.95,5.23,201.9,1221.11,236.06,272.54,470.39,195.08,309.56,6620,22.7
26-10-2023,9678518,420,129,2211207,420,563,1790.14,1798.28,147.34,1855.59,1112.13,1103.92,1189.17,739.18,2421.94,30.15,5.59,201.97,1221.55,236.27,272.83,470.68,195.12,309.56,6860,22.6
27-10-2023,9679757,419,104,2219188,417,521,1790.6,1798.81,147.76,1856.19,1112.79,1104.63,1189.91,739.57,2422.64,30.26,6.1,202.06,1221.98,236.49,273.12,470.99,195.16,309.56,7210,22.5
28-10-2023,9680890,427,30,2226986,426,487,1790.97,1799.32,148.12,1856.72,1113.46,1105.28,1190.62,739.96,2423.53,30.46,6.6,202.13,1222.39,236.68,273.41,471.29,195.2,309.56,7080,22.5
29-10-2023,9681063,422,18,2234147,421,504,1790.97,1799.32,148.12,1856.72,1114.15,1106.08,1191.13,740.43,2424.15,30.63,7.07,202.19,1222.86,236.92,273.73,471.64,195.24,309.56,5210,23
30-10-2023,9681239,421,105,2240858,420,435,1790.97,1799.32,148.12,1856.72,1114.88,1106.98,1192.19,740.89,2424.78,30.81,7.41,202.26,1223.31,237.14,274.05,471.91,195.28,309.56,5670,22.8
31-10-2023,9682769,420,114,2249952,419,587,1791.49,1800.04,148.66,1857.53,1115.59,1107.94,1192.96,741.37,2425.81,30.95,7.92,202.35,1223.75,237.36,274.36,472.18,195.32,309.56,8560,23.3
01-11-2023,9684169,419,111,2258357,418,596,1792,1800.64,149.18,1858.21,1116.32,1108.76,1193.74,741.8,2426.42,31.18,8.43,202.44,1224.2,237.58,274.66,472.47,195.36,309.56,7810,22.4
02-11-2023,9685934,415,274,2266285,417,297,1792.5,1801.23,149.72,1858.85,1117.03,1109.55,1194.48,742.2,2427.01,31.35,8.99,202.52,1224.65,237.82,274.97,472.67,195.4,309.56,7550,21.8
03-11-2023,9690360,418,275,2271710,418,324,1792.96,1801.75,150.2,1859.42,1117.77,1110.32,1195.21,742.63,2427.61,31.55,9.59,202.61,1225.09,238.04,275.27,473.06,195.44,309.56,7580,21.9
04-11-2023,9694444,423,262,2277250,421,419,1793.41,1802.19,150.63,1860,1118.48,1111.06,1195.91,743,2428.27,31.73,10.18,203.05,1225.51,238.26,275.57,473.36,195.48,309.56,7570,21.8
05-11-2023,9698789,418,310,2282695,420,416,1793.87,1802.66,151,1860.53,1119.18,1111.84,1196.66,743.4,2428.92,31.91,10.73,203.52,1225.95,238.49,275.88,473.68,195.53,309.56,7660,21.3
06-11-2023,9703447,418,265,2287736,418,428,1794.33,1803.09,151.33,1861.04,1119.91,1112.59,1197.43,743.81,2429.95,32.05,11.22,203.9,1226.41,238.73,276.21,473.96,195.57,309.56,7780,20.5
07-11-2023,9707730,418,297,2292568,418,386,1794.72,1803.46,151.57,1861.45,1120.61,1113.34,1198.16,744.23,2430.63,32.26,11.74,204.25,1227.85,238.96,276.49,474.31,195.61,309.56,8110,20.8
08-11-2023,9711586,416,190,2297159,415,307,1795.04,1803.73,151.57,1861.74,1121.28,1114.1,1198.9,744.64,2431.17,32.5,12.27,204.61,1227.3,239.18,276.8,474.59,195.65,309.56,5430,21.6
09-11-2023,9714536,418,181,2300742,418,249,1795.04,1803.73,151.57,1861.74,1121.9,1114.8,1199.54,744.99,2431.75,32.68,12.62,205.08,1227.73,239.39,277.13,474.87,195.69,309.56,5180,21.5
10-11-2023,9717126,420,131,2303064,420,239,1795.04,1803.73,151.57,1861.74,1122.39,1115.32,1200.05,745.26,2432.22,32.88,12.87,205.12,1228.13,239.6,277.4,475.13,195.73,309.56,3930,18.7
11-11-2023,9719128,417,132,2305476,415,290,1795.04,1803.73,151.57,1861.74,1122.76,1115.71,1200.43,745.44,2432.52,33.07,13.17,205.24,1228.33,239.81,277.68,475.36,195.77,309.56,3190,18.8
12-11-2023,9720670,418,125,2307103,418,88,1795.04,1803.73,151.57,1861.74,1123.1,1116.1,1200.68,745.6,2432.6,33.15,13.33,205.31,1228.51,239.99,277.91,475.7,195.83,309.56,2520,19.3
13-11-2023,9722212,422,105,2308730,421,79,1795.04,1803.73,151.57,1861.74,1123.4,1116.32,1201.03,745.76,2432.68,33.3,13.43,205.33,1228.81,240.14,278.2,475.8,195.8,309.56,2190,18.6
14-11-2023,9723619,419,58,2310346,419,76,1795.04,1803.73,151.57,1861.74,1123.74,1116.65,1201.33,745.91,2432.76,33.44,13.6,205.42,1229.48,240.36,278.46,476,195.86,309.56,3010,18.3
15-11-2023,9725232,422,66,2312097,421,96,1795.04,1803.73,151.57,1861.74,1124.1,1117,1201.65,746.07,2432.81,33.63,13.78,205.48,1229.82,240.54,278.72,476.22,195.89,309.56,2700,19.1
16-11-2023,9726901,417,51,2313824,417,66,1795.04,1803.73,151.57,1861.74,1124.45,1117.35,1201.97,746.23,2432.93,33.83,13.9,205.69,1230.71,240.74,279,476.41,195.93,309.56,3430,19.3
17-11-2023,9728724,422,92,2315633,421,146,1795.06,1803.73,151.57,1861.74,1124.82,1117.72,1202.33,746.42,2433.03,34.06,14.55,205.76,1230.82,240.93,279.31,476.65,195.96,309.56,3240,19.6
18-11-2023,9730691,421,81,2317433,420,132,1795.06,1803.73,151.57,1861.74,1125.2,1118.15,1202.72,746.62,2433.21,34.25,14.56,205.86,1230.94,241.13,279.58,476.9,196,309.56,2760,19.1
19-11-2023,9732659,422,149,2319436,421,102,1795.06,1803.73,151.57,1861.74,1125.62,1118.59,1203.11,746.81,2433.42,34.44,14.58,205.96,1231.72,241.32,279.86,477.15,196.04,309.56,3500,19.2
20-11-2023,9735341,424,99,2321775,422,277,1795.06,1803.73,151.57,1861.74,1126.15,1119.17,1203.64,747.11,2433.99,34.62,14.59,206.03,1231.71,241.53,280.15,477.39,196.07,309.56,3530,19.4
21-11-2023,9738260,420,117,2325346,420,173,1795.06,1803.73,151.57,1861.74,1126.81,1119.87,1204.28,747.49,2434.57,34.8,15.03,206.1,1232.13,241.73,280.45,477.61,196.11,309.56,4830,18.7
22-11-2023,9741209,423,115,2329220,422,342,1795.06,1803.73,151.57,1861.74,1127.5,1120.61,1204.96,747.87,2435.03,35,15.54,206.18,1232.56,241.94,280.75,477.91,196.15,309.56,5020,17.9
23-11-2023,9744111,425,154,2333332,424,331,1795.06,1803.73,151.57,1861.74,1128.2,1121.36,1205.65,748.25,2435.4,35.2,16.1,206.25,1233,242.15,281.05,478.21,196.19,309.56,5010,17.7
24-11-2023,9746658,423,145,2336967,421,325,1795.09,1803.73,151.57,1861.74,1128.91,1122.14,1206.34,748.67,2435.76,35.3,16.81,206.34,1233.42,242.38,281.36,478.48,196.23,309.56,5160,17.4
25-11-2023,9749205,422,273,2340600,426,339,1795.14,1803.73,151.57,1861.74,1129.57,1122.84,1206.97,749.04,2436.32,35.51,17.39,206.41,1233.81,242.59,281.64,478.79,196.27,309.56,5060,17
26-11-2023,9752494,419,215,2345159,422,256,1795.21,1803.73,151.57,1861.74,1130.34,1123.63,1207.71,749.46,2436.8,35.71,18,206.62,1234.28,242.83,281.93,479.08,196.31,309.56,5620,17.6
27-11-2023,9755786,422,168,2348674,425,286,1795.27,1803.73,151.57,1861.74,1131.07,1124.46,1208.43,749.89,2437.24,35.94,18.38,206.69,1234.78,243.08,282.22,479.38,196.34,309.56,5260,17.1
28-11-2023,9759052,420,144,2352853,422,389,1795.33,1803.73,151.57,1861.74,1131.81,1125.29,1209.17,750.28,2437.68,36.16,18.92,206.76,1235.28,243.32,282.51,479.71,196.38,309.56,5430,18.8
29-11-2023,9762185,421,231,2357241,426,247,1795.37,1803.73,151.57,1861.74,1132.47,1126.07,1209.87,750.68,2438.14,36.38,19.54,206.86,1235.74,243.55,282.84,480,196.42,309.57,5340,18.3
30-11-2023,9765530,422,241,2361986,426,288,1795.42,1803.73,151.57,1861.74,1133.21,1126.88,1210.59,751.14,2438.64,36.6,20.22,206.97,1236.2,243.79,283.17,480.31,196.45,309.57,5660,16.9
01-12-2023,9768930,418,190,2366777,420,348,1795.49,1803.73,151.57,1861.74,1133.95,1127.68,1211.33,751.59,2439.14,36.8,20.92,207.05,1236.72,244.05,283.51,480.62,196.49,309.57,5750,17.6
02-12-2023,9772139,421,241,2371229,425,280,1795.56,1803.73,151.57,1861.74,1134.66,1128.42,1212.01,751.95,2439.59,37.06,21.56,207.11,1237.2,244.3,283.83,480.94,196.53,309.57,5380,16.9
03-12-2023,9775669,428,185,2376731,431,377,1795.66,1803.73,151.57,1861.74,1135.37,1129.18,1212.73,752.38,2440.17,37.3,22.36,207.53,1237.71,244.57,284.17,481.26,196.58,309.57,6250,16.2
04-12-2023,9779227,422,172,2381269,427,316,1795.79,1803.73,151.57,1861.74,1136.17,1130.04,1213.55,752.86,2440.66,37.55,22.91,207.84,1238.17,244.83,284.5,481.56,196.61,309.57,6070,15.9
05-12-2023,9782524,424,209,2385577,426,342,1795.89,1803.73,151.57,1861.74,1136.82,1130.75,1214.21,753.23,2441.14,37.76,23.51,207.98,1238.67,245.08,284.83,481.91,196.65,309.57,5390,16.1
06-12-2023,9786137,421,213,2391097,424,245,1796.01,1803.73,151.57,1861.74,1137.62,1131.62,1215.03,753.69,2441.59,38.01,24.32,208.2,1239.18,245.35,285.17,482.28,196.69,309.58,6340,16.3
07-12-2023,9789424,424,203,2395590,428,381,1796.1,1803.73,151.57,1861.74,1132.33,1138.27,1215.69,754.07,2442.07,38.24,24.89,208.61,1239.71,245.61,285.5,482.61,196.73,309.58,5670,16.1
08-12-2023,9792831,424,151,2400367,428,383,1796.21,1803.73,151.57,1861.74,1133.07,1139,1216.4,754.48,2442.52,38.5,25.51,209.11,1240.23,245.91,285.84,482.89,196.77,309.58,6010,15.4
09-12-2023,9796138,423,275,2404647,426,335,1796.31,1803.73,151.57,1861.74,1139.68,1133.79,1217.09,754.78,2442.93,38.76,26.09,209.31,1240.71,246.17,286.14,483.28,196.82,309.58,5420,14.9
10-12-2023,9799755,423,265,2409563,425,332,1796.51,1803.73,151.57,1861.74,1140.42,1134.38,1217.82,755.22,2443.37,39.1,27.1,209.67,1241.22,246.34,286.49,483.59,196.87,309.58,6240,14.7
11-12-2023,9803372,424,201,2414479,425,349,1796.7,1803.73,151.57,1861.74,1141.16,1135.37,1218.56,755.66,2443.84,39.27,27.4,209.96,1241.82,246.51,286.85,483.95,196.91,309.59,5870,13.9
12-12-2023,9807316,416,172,2419839,418,322,1796.98,1803.73,151.57,1861.74,1142,1136.28,1219.37,756.16,2444.43,39.54,28.05,210.46,1242.44,247.07,287.21,484.26,196.95,309.59,7240,13.5
13-12-2023,9811416,419,210,2425043,410,321,1797.28,1803.8,151.57,1861.74,1142.34,1136.85,1219.87,756.66,2445.01,39.82,28.85,210.81,1243.3,247.32,287.57,484.58,197.01,309.59,6140,13
14-12-2023,9815517,423,289,2430248,422,308,1797.48,1803.9,151.57,1861.74,1143.68,1138,1220.9,757.03,2445.67,40.11,29.41,211.25,1243.8,247.65,287.94,484.89,197.04,309.59,7680,13.9
15-12-2023,9819835,419,246,2435933,419,349,1797.7,1803.96,151.57,1861.74,1144.36,1138.75,1221.57,757.42,2446.68,40.4,30.01,211.85,1244.5,247.94,288.28,485.24,197.09,309.59,7000,13.1
16-12-2023,9823595,419,310,2440491,423,373,1797.7,1803.96,152.07,1862.07,1145.17,1139.61,1222.32,757.83,2447.43,40.68,30.48,212.44,1245.15,248.23,288.67,485.54,197.13,309.6,7430,12.8
17-12-2023,9827914,424,319,2445491,428,215,1797.7,1803.96,152.07,1862.07,1146.11,1140.62,1223.2,758.35,2447.93,41.03,30.91,213.16,1246.03,248.61,289.15,485.92,197.2,309.56,7500,13.4
18-12-2023,9830900,428,235,2448677,428,290,1797.7,1804.04,152.07,1862.07,1146.45,1141.27,1223.8,758.68,2448.19,41.26,31.18,213.6,1246.67,248.87,289.48,486.22,197.24,309.6,4810,13.6
19-12-2023,9834662,422,214,2452828,424,205,1797.7,1804.16,152.07,1862.07,1147.63,1142.12,1224.57,759.11,2448.55,41.57,31.57,214.01,1247.46,249.17,289.9,486.54,197.28,309.6,6690,13.4
20-12-2023,9838135,421,206,2456178,424,186,1797.7,1804.27,152.07,1862.07,1148.36,1142.83,1225.22,759.45,2448.87,41.85,31.8,214.51,1248.29,249.5,290.31,486.87,197.32,309.6,5810,12.3
21-12-2023,9841456,422,162,2459303,423,184,1797.7,1804.35,152.07,1862.07,1149.02,1143.41,1225.8,759.76,2449.22,42.14,32.04,214.98,1249.11,249.8,290.71,487.18,197.36,309.6,5430,12.3
22-12-2023,9845271,425,292,2462194,427,214,1797.7,1805.17,152.07,1862.07,1149.6,1143.94,1226.3,760.02,2449.5,42.45,32.23,215.47,1249.91,250.14,291.15,487.45,197.41,309.61,5870,12.7
23-12-2023,9850081,419,299,2464573,423,163,1797.7,1807.28,152.07,1862.07,1150.03,1144.45,1226.66,760.23,2449.88,42.76,32.38,215.91,1250.67,250.46,291.55,487.68,197.46,309.61,6660,14.4
24-12-2023,9855351,428,252,2467213,430,97,1797.7,1809.4,152.07,1862.07,1150.39,1145.01,1227.02,760.43,2450.54,43.09,32.55,216.44,1251.38,250.81,291.97,488.01,197.5,309.61,7140,14.8
25-12-2023,9859436,422,173,2469092,424,98,1797.7,1811.01,152.07,1862.07,1150.64,1145.31,1227.32,760.58,2450.92,43.4,32.67,216.8,1252.04,251.12,292.38,488.26,197.56,309.61,5470,13.9
26-12-2023,9861887,420,123,2470826,420,114,1797.7,1811.18,152.07,1862.07,1150.77,1145.46,1227.53,760.63,2451.2,43.76,32.81,217.05,1252.79,251.43,292.84,488.51,197.6,309.61,3550,13.2
27-12-2023,9864428,420,159,2472597,422,85,1797.7,1811.18,152.07,1862.07,1150.88,1145.59,1227.73,760.63,2451.6,44.12,32.96,217.61,1253.58,251.78,293.31,488.81,197.65,309.61,3870,13.2
28-12-2023,9866840,423,148,2474436,425,85,1797.7,1811.18,152.07,1862.07,1150.98,1145.66,1227.92,760.75,2451.99,44.47,33.09,218.25,1254.31,252.13,293.77,489.08,197.7,309.51,3750,12.2
29-12-2023,9869218,418,144,2476078,420,135,1797.7,1811.18,152.07,1862.07,1151.06,1145.76,1228.1,760.84,2452.37,44.81,33.21,218.61,1255.01,252.52,294.26,489.32,197.75,309.51,3520,12.5
30-12-2023,9871532,419,214,2477925,421,250,1797.7,1811.18,152.07,1862.07,1151.15,1145.87,1228.19,760.97,2452.69,45.18,33.37,219.08,1255.7,252.89,294.75,489.53,197.79,309.61,3640,11.2
31-12-2023,9874156,422,186,2479875,423,126,1797.7,1811.18,152.07,1862.07,1151.24,1145.9,1228.27,761.01,2453.01,45.51,33.51,219.6,1256.78,253.41,295.38,489.99,197.83,309.61,4280,10.7
01-01-2024,9876851,422,194,2481826,425,119,1797.7,1811.18,152.07,1862.07,1151.35,1146.11,1228.37,761.2,2453.35,46.03,33.63,220.18,1257.44,253.81,295.95,490.48,197.89,309.61,4350,10.8
02-01-2024,9879266,421,156,2483659,424,192,1797.7,1811.18,152.07,1862.07,1151.48,1146.21,1228.45,761.27,2453.4,46.39,33.75,220.48,1258.42,254.35,296.74,490.48,197.93,309.61,3560,10.5
03-01-2024,9881934,424,97,2485961,426,161,1797.7,1811.18,152.07,1862.07,1151.74,1146.33,1228.64,761.32,2453.43,46.78,33.92,220.93,1259.46,254.97,297.49,490.61,197.98,309.62,4260,10.3
04-01-2024,9884589,420,188,2488397,421,230,1797.7,1811.18,152.07,1862.07,1152.02,1146.45,1228.75,761.38,2453.5,47.18,34.09,221.45,1260.53,255.55,298.27,490.9,198.03,309.62,4500,9.2
05-01-2024,9887399,426,146,2490725,427,166,1797.7,1811.18,152.07,1862.07,1152.25,1146.55,1228.83,761.44,2453.63,47.57,34.27,221.93,1261.65,256.21,298.99,491.19,198.07,309.62,4480,9.1
06-01-2024,9890570,418,269,2493310,421,167,1797.7,1811.18,152.07,1862.07,1152.47,1146.64,1228.92,761.48,2454.23,47.96,34.46,222.63,1262.73,256.83,299.74,491.49,198.11,309.62,5110,10
07-01-2024,9894692,422,214,2496081,425,198,1797.7,1811.18,152.07,1862.07,1152.89,1146.83,1229.16,761.57,2455.11,48.36,34.62,222.27,1264.01,257.56,300.58,491.89,198.16,309.62,5320,9.4
08-01-2024,9899158,424,301,2499316,427,214,1797.7,1811.18,152.07,1862.07,1153.43,1147.31,1229.49,761.72,2455.9,48.79,34.8,223.77,1265.51,258.34,301.48,492.2,198.21,309.62,7940,9.2
09-01-2024,9903372,420,209,2503155,421,370,1797.7,1811.18,152.07,1862.07,1154.05,1147.83,1229.88,761.91,2456.24,49.22,35.12,224.23,1267.09,259.06,302.39,492.55,198.25,309.62,6870,9.3
10-01-2024,9907842,418,255,2507511,419,335,1797.7,1811.18,152.07,1862.07,1154.82,1148.47,1230.28,762.15,2456.5,49.66,35.52,224.73,1268.68,259.83,303.37,492.87,198.29,309.62,7350,9.2
11-01-2024,9912252,424,230,2512309,425,309,1797.77,1811.18,152.07,1862.07,1155.58,1149.08,1230.78,762.42,2456.74,50.11,36,225.23,1270.3,260.59,304.32,493.21,198.33,309.62,7590,8.9
12-01-2024,9916678,419,259,2517445,419,375,1797.77,1811.18,152.07,1862.07,1156.38,1149.68,1231.28,762.68,2456.99,50.54,36.5,225.95,1271.91,261.38,305.26,493.53,198.37,309.62,7760,7.9
13-01-2024,9923480,424,474,2524969,424,578,1798.37,1812.68,153.32,1862.86,1157.13,1150.23,1231.83,762.98,2457.27,51.04,37.12,226.67,1273.48,262.06,306.19,493.9,198.41,309.62,12000,8.9
14-01-2024,9930962,423,428,2532375,424,394,1799.33,1814.12,154.82,1863.88,1157.87,1150.79,1232.38,763.25,2457.71,51.55,37.62,227.25,1275.19,262.82,307.1,494.28,198.45,309.62,12870,7.6
15-01-2024,9938080,412,420,2539075,413,375,1800.26,1815.49,156.37,1864.89,1158.71,1151.41,1232.93,763.57,2458.11,52.04,37.96,227.93,1276.76,263.68,307.97,494.63,198.49,309.62,12790,7.3
16-01-2024,9945008,422,428,2547067,423,519,1801.3,1816.81,158.23,1866.11,1159.49,1152.05,1233.46,763.88,2458.34,52.51,38.48,228.5,1278.27,264.39,308.75,494.93,198.53,309.62,12830,7.9
17-01-2024,9952935,418,486,2555492,418,527,1802.7,1818.24,159.91,1867.59,1160.23,1152.67,1234.07,764.23,2458.62,53.01,39.12,228.97,1279.91,265.2,309.59,495.22,198.56,309.62,13810,9.9
18-01-2024,9961314,416,522,2564094,415,509,1804.33,1819.62,161.56,1869,1160.97,1153.3,1234.65,764.6,2459.05,53.57,39.78,229.61,1281.46,266.06,310.4,495.56,198.6,309.62,14280,10.1
19-01-2024,9969215,424,549,2571285,424,637,1805.83,1820.98,162.34,1870.27,1161.66,1153.9,1235.15,764.92,2459.61,54.07,40.44,230.06,1282.99,266.84,311.21,495.94,198.64,309.62,12730,10.4
20-01-2024,9977192,426,503,2579440,427,462,1807.3,1822.37,163.99,1871.7,1162.29,1154.41,1235.69,765.23,2460.1,54.61,41.08,230.52,1284.47,267.68,312.06,496.34,198.68,309.62,13670,10.5
21-01-2024,9985564,423,538,2588171,424,579,1808.89,1823.91,165.64,1873.53,1162.94,1155.02,1236.23,765.59,2460.51,55.13,41.7,231.03,1286.1,268.49,312.98,496.67,198.72,309.62,14560,8.4
22-01-2024,9994267,420,628,2596703,420,501,1810.46,1825.63,167.36,1875.53,1163.69,1155.74,1236.8,766.01,2460.9,55.65,42.15,231.51,1287.77,269.32,313.94,497.02,198.75,309.62,15150,8.8
23-01-2024,10003306,424,580,2605410,424,515,1812.36,1827.31,169.18,1877.49,1164.44,1156.38,1237.39,766.39,2461.29,56.13,42.69,231.99,1289.43,270.24,314.79,497.34,198.79,309.62,15400,8.6
24-01-2024,10012950,420,680,2614805,420,542,1814.53,1829.18,170.96,1879.54,1165.15,1157.09,1238.2,766.77,2461.69,56.63,43.37,232.49,1291.14,271.08,315.64,497.7,198.83,309.62,16360,7.1
25-01-2024,10022260,421,438,2624258,420,580,1816.68,1830.87,172.74,1881.5,1165.06,1157.75,1238.63,767.12,2462.08,57.15,44.03,233.23,1292.82,271.96,316.52,498.01,198.87,309.62,15030,9.3
26-01-2024,10030538,425,451,2632855,425,461,1818.48,1832.32,174.25,1883.24,1166.46,1158.26,1239.15,767.41,2462.49,57.62,44.66,234.05,1294.35,272.87,317.36,498.32,198.91,309.62,15180,11.7
27-01-2024,10037767,427,359,2640487,428,463,1820,1833.58,175.7,1884.64,1167.01,1158.7,1239.64,767.7,2462.9,58.01,45.26,234.59,1295.67,273.58,318.1,498.62,198.95,309.62,12450,13.4
28-01-2024,10044657,424,467,2647854,424,543,1821.43,1834.65,177.05,1886.12,1167.54,1159.16,1240.11,767.96,2463.44,58.42,45.84,235.13,1296.92,274.18,318.75,498.98,198.99,309.62,12020,11.4
29-01-2024,10052164,421,404,2654867,421,279,1823.09,1835.82,178.46,1887.69,1168.11,1159.7,1240.64,768.23,2463.97,58.79,46.21,235.75,1298.27,274.85,319.48,499.39,198.02,309.62,11800,13.7
30-01-2024,10063565,425,726,2658236,427,170,1824.46,1837.22,179.76,1889.22,1168.67,1160.28,1241.21,768.53,2464.51,59.2,46.75,236.25,1299.45,275.53,320.16,499.69,198.06,309.63,12490,12.8
31-01-2024,10073421,421,369,2663963,422,549,1825.93,1838.61,180.9,1890.75,1169.3,1160.92,1241.79,768.51,2465.07,59.66,47.43,236.91,1300.65,276.22,320.92,499.98,199.1,309.63,13700,14.7
01-02-2024,10079916,416,412,2670971,416,444,1827.15,1839.67,181.89,1892,1169.89,1161.52,1242.34,769.13,2465.53,60.09,48.02,237.38,1301.78,276.84,321.59,500.25,199.14,309.63,11560,14
02-02-2024,10086357,425,355,2678110,426,351,1828.34,1840.68,182.94,1893.25,1170.52,1162.17,1242.91,769.42,2465.98,60.55,48.7,237.81,1302.99,277.45,322.26,500.54,199.18,309.63,11480,13.9
04-02-2024,10096792,419,477,2688772,420,549,1830.22,1842.16,184.04,1895.05,1171.63,1163.37,1243.97,769.96,2466.99,61.4,49.92,238.97,1305.22,278.62,323.41,501.14,199.26,309.63,10020,14.3
05-02-2024,1010350,422,388,2694887,425,426,1831.44,1843.26,185.13,1895.96,1172.22,1164.03,1244.54,770.26,2467.53,61.89,50.34,239.44,1306.38,279.21,324.05,501.39,199.3,309.63,11040,13.8
06-02-2024,10110088,418,402,2702460,420,451,1832.56,1844.41,186.33,1897.24,1172.87,1164.68,1245.1,770.56,2468.09,62.31,50.95,240.2,1307.44,279.8,324.58,501.73,199.34,309.63,11820,12.6
07-02-2024,10116637,420,378,2710037,419,394,1833.67,1845.54,187.6,1898.57,1173.49,1165.33,1245.67,770.87,2468.65,62.75,51.54,240.93,1308.51,280.35,325.14,502.09,199.38,309.63,11890,12.9
08-02-2024,10123853,424,370,2717453,425,530,1835.04,1846.87,188.82,1899.94,1174.13,1165.96,1246.28,771.21,2469.2,63.21,52.13,241.48,1309.61,280.91,325.69,502.41,199.42,309.63,12230,13.6
09-02-2024,10130631,425,328,2725137,425,327,1836.24,1848.12,189.94,1901.31,1174.74,1166.57,1246.85,771.53,2469.71,63.65,52.79,242.18,1310.72,281.47,326.22,502.74,199.46,309.63,11930,13.8
10-02-2024,10136354,429,327,2731793,430,420,1837.23,1849.16,190.78,1902.38,1175.32,1167.12,1247.32,771.83,2470.11,64.09,53.45,242.49,1311.62,281.95,326.27,502.99,199.5,309.63,9370,14.1
11-02-2024,10141922,426,302,2738415,425,465,1838.28,1850.04,191.82,1903.43,1175.87,1167.7,1247.84,772.07,2470.48,64.58,54.05,243.14,1312.54,282.4,327.21,503.28,199.53,309.63,10650,14.8
12-02-2024,10147554,423,358,2744368,423,336,1839.22,1851.01,192.48,1904.44,1176.5,1168.29,1248.4,772.33,2470.89,65.01,54.58,243.49,1313.41,282.84,327.68,503.59,199.57,309.63,9470,14.6
13-02-2024,10152626,427,281,2749787,425,351,1840,1851.95,193.06,1905.32,1177.11,1168.94,1248.96,772.59,2471.28,65.42,55.16,243.91,1314.29,283.3,328.18,503.88,199.61,309.63,9230,15.6
14-02-2024,10157533,421,262,2755198,422,392,1840.74,1852.72,193.1,1906.03,1177.72,1169.57,1249.53,772.85,2471.66,65.81,55.79,244.32,1315.09,283.68,328.59,504.16,199.65,309.63,8050,16.5
15-02-2024,10162561,421,255,2761302,421,380,1841.41,1853.49,193.74,1906.81,1178.3,1170.17,1250.07,773.1,2472.3,66.2,56.45,244.7,1315.85,284.05,329,504.48,199.69,309.63,8800,16.1
16-02-2024,10167151,424,224,2766954,426,331,1842.11,1854.1,194.19,1907.52,1178.88,1170.73,1250.6,773.37,2472.7,66.91,57.07,245.1,1316.61,284.32,329.41,504.83,199.73,309.63,8370,16.5
17-02-2024,10171383,420,275,2772101,421,342,1842.72,1854.64,194.58,1908.13,1179.04,1171.27,1251.11,773.62,2473.08,66.96,57.62,245.51,1317.28,284.61,329.81,505.15,199.77,309.63,6720,16.8
18-02-2024,10175516,427,245,2777054,429,438,1843.26,1855.21,194.71,1908.65,1179.99,1171.86,1251.62,773.87,2473.49,67.33,58.22,245.84,1317.95,284.91,330.23,505.42,199.82,309.63,7480,17.1
19-02-2024,10179520,416,249,2781782,417,366,1843.72,1855.7,194.84,1909.51,1180.55,1172.46,1252.11,774.16,2473.87,67.67,58.73,246.31,1318.59,285.2,330.6,505.75,199.86,309.63,7250,19.6
20-02-2024,10183427,418,129,2786429,419,361,1844.12,1856.14,195.2,1909.51,1181.13,1173.04,1252.7,774.45,2474.26,68.03,59.24,246.59,1319.25,285.44,330.97,506.07,199.9,309.63,6410,18.7
